,name,salary,address,gender,email,birthdaydate,university,GPA,test,IsMarried,partition
39069,qossay,3504,Salfit,Female,dmevevjqvb@asaltech.com,2000-11-06,al-quds,65,value2,False,6
39097,qossay,3207,Bethlehem,Female,kxfhyjoeqt@asaltech.com,1988-06-09,al-quds,64,value2,False,9
39118,qossay,3880,Jerusalem,Female,ssexquhajl@asaltech.com,1980-09-21,al-quds,81,value2,True,1
39163,qossay,4748,amman,Female,mcshmvszfg@asaltech.com,1999-12-02,al-quds,74,value3,True,2
39177,qossay,4215,amman,Female,kysnmqnaju@asaltech.com,1981-02-06,najah,64,value3,False,6
39186,qossay,2425,Jerusalem,Female,lbhfxscpca@asaltech.com,1980-09-12,al-quds,62,value1,False,2
39204,qossay,3273,hebron,Female,ktgdbtcdfs@asaltech.com,1995-03-25,najah,67,value2,False,5
39208,qossay,2072,yafa,Female,djuoxiffjg@asaltech.com,1984-04-06,birzeit,66,value2,True,6
39241,qossay,3520,rammallah,Female,kyogmardbr@asaltech.com,2000-11-28,najah,88,value1,False,8
39242,qossay,1655,Jenin ,Female,utxduxxuog@asaltech.com,1990-10-16,al-quds,66,value2,True,6
39247,qossay,3556,yafa,Female,jhknimpuzq@asaltech.com,1984-09-25,birzeit,76,value1,False,5
39276,qossay,1726,rawabi,Female,gadecrtyye@asaltech.com,1984-11-11,najah,85,value3,True,1
39277,qossay,852,yafa,Female,jtsymidyfw@asaltech.com,1986-01-16,najah,74,value3,False,6
39287,qossay,2117,rammallah,Female,vbebettxfo@asaltech.com,1980-10-08,najah,79,value1,False,8
39300,qossay,3389,Jenin ,Female,xvcuqemypk@asaltech.com,1995-06-08,birzeit,68,value1,False,8
39302,qossay,2951,Jerusalem,Female,bgpdciiprk@asaltech.com,1990-07-05,najah,75,value1,True,5
39368,qossay,1219,Salfit,Female,lemjkqvqqu@asaltech.com,1995-03-18,birzeit,96,value1,True,8
39406,qossay,4737,nablus,Female,dgpbaxvuzi@asaltech.com,1999-08-08,birzeit,96,value2,False,8
39419,qossay,4608,amman,Female,mnqgfvjvxs@asaltech.com,1991-06-24,al-quds,86,value3,True,4
39434,qossay,4167,yafa,Female,ykqvcvwpss@asaltech.com,1998-11-05,najah,91,value3,True,5
39487,qossay,2834,nablus,Female,fppsitzgmk@asaltech.com,1991-05-05,birzeit,76,value3,False,5
39506,qossay,1098,Bethlehem,Female,cbeejaxmki@asaltech.com,1980-10-23,al-quds,87,value2,False,3
39510,qossay,2055,hebron,Female,iktmdgkxkr@asaltech.com,1986-06-23,al-quds,86,value3,False,3
39545,qossay,2680,yafa,Female,jjgmhxhdeu@asaltech.com,1988-04-05,al-quds,67,value2,True,5
39559,qossay,1219,amman,Female,upqdfzqllb@asaltech.com,1994-08-05,birzeit,75,value1,True,5
39568,qossay,1321,rammallah,Female,avwvcqgdao@asaltech.com,1980-03-27,birzeit,82,value1,False,7
39573,qossay,3332,yafa,Female,vggmykvdtn@asaltech.com,1983-07-24,najah,94,value3,True,4
39579,qossay,2023,Jenin ,Female,hyjeeizanc@asaltech.com,1986-08-18,najah,82,value2,False,8
39581,qossay,4548,hebron,Female,gziyhmuzdr@asaltech.com,1983-05-17,najah,83,value2,False,7
39584,qossay,2561,Jenin ,Female,yqizeugdhn@asaltech.com,1986-01-08,al-quds,90,value3,True,8
39616,qossay,4214,Salfit,Female,jekddrpgiq@asaltech.com,1987-07-15,birzeit,88,value3,True,5
39619,qossay,4173,hebron,Female,jwbgkeyjnh@asaltech.com,1981-08-09,najah,91,value1,False,9
39632,qossay,4096,yafa,Female,huvvbvjsrx@asaltech.com,1993-09-05,najah,86,value2,True,5
39633,qossay,1165,hebron,Female,zsqsgdrcck@asaltech.com,1997-07-17,najah,65,value3,False,7
39688,qossay,3141,Salfit,Female,ovjfhqsuor@asaltech.com,1996-04-17,al-quds,66,value1,True,7
39713,qossay,1881,Bethlehem,Female,ohggruojkc@asaltech.com,2000-12-07,najah,93,value2,True,7
39718,qossay,2291,yafa,Female,onhgvwxior@asaltech.com,1993-07-23,al-quds,90,value2,True,3
39751,qossay,2315,yafa,Female,lgaqobgqfl@asaltech.com,1987-04-26,al-quds,84,value2,True,6
39766,qossay,3015,nablus,Female,exmoizxylb@asaltech.com,1985-05-11,najah,90,value3,True,1
39779,qossay,3218,amman,Female,bnwhyporzt@asaltech.com,1994-03-23,birzeit,98,value1,True,3
39789,qossay,2730,rawabi,Female,immongznsz@asaltech.com,1983-10-20,al-quds,86,value1,False,0
39869,qossay,1832,rawabi,Female,yablhsssbq@asaltech.com,1989-11-01,najah,89,value3,False,1
39872,qossay,2576,yafa,Female,hhlvysicwu@asaltech.com,1998-05-02,birzeit,96,value3,True,2
39887,qossay,1478,Jenin ,Female,xgmeiemdqj@asaltech.com,1997-06-25,birzeit,82,value3,False,5
39911,qossay,3959,nablus,Female,krxbniwgqm@asaltech.com,1996-06-02,al-quds,98,value2,False,2
39955,qossay,1984,hebron,Female,bvufbprqcc@asaltech.com,1992-09-16,birzeit,96,value2,True,6
39963,qossay,2951,nablus,Female,vzzwfuksjt@asaltech.com,1987-10-26,birzeit,85,value2,True,6
40003,qossay,1830,rawabi,Female,ustwapfglw@asaltech.com,1989-01-08,najah,74,value2,False,8
40011,qossay,4334,amman,Female,csnlcpsaau@asaltech.com,1992-01-08,najah,71,value3,False,8
40017,qossay,2044,Jenin ,Female,ihiqgmjlfn@asaltech.com,1984-06-25,birzeit,91,value3,True,5
40020,qossay,3375,Jerusalem,Female,vrnpsgrogx@asaltech.com,1982-11-19,birzeit,75,value2,True,9
40056,qossay,1941,Jenin ,Female,eanmlqjeuk@asaltech.com,1985-09-03,birzeit,82,value1,False,3
40057,qossay,3558,amman,Female,bypvycumfr@asaltech.com,1993-09-21,al-quds,91,value2,False,1
40067,qossay,3724,Bethlehem,Female,qvudissqay@asaltech.com,1980-10-28,al-quds,85,value2,False,8
40078,qossay,3798,amman,Female,ofdrfjpwkt@asaltech.com,1998-10-01,birzeit,80,value2,True,1
40087,qossay,3204,Bethlehem,Female,wylfhifobn@asaltech.com,2000-06-18,najah,62,value1,True,8
40095,qossay,3042,Jerusalem,Female,dyraiyetmb@asaltech.com,1999-07-18,najah,74,value2,True,8
40155,qossay,1833,yafa,Female,qhmrbkacof@asaltech.com,1995-03-14,al-quds,62,value2,True,4
40172,qossay,1392,Jenin ,Female,wtdkeoieav@asaltech.com,1994-07-07,al-quds,60,value1,False,7
40192,qossay,3197,Jenin ,Female,cncsdkruld@asaltech.com,1981-10-15,najah,68,value2,True,5
40207,qossay,2298,yafa,Female,uaxvikebbz@asaltech.com,1983-12-09,al-quds,91,value3,True,9
40234,qossay,3450,yafa,Female,rmbcgrmqxv@asaltech.com,1982-10-13,al-quds,96,value2,False,3
40278,qossay,4763,yafa,Female,lgwcukmvtz@asaltech.com,1980-07-01,najah,87,value3,False,1
40283,qossay,1891,rawabi,Female,cnvdfqmonv@asaltech.com,1994-03-12,al-quds,62,value2,True,2
40297,qossay,2350,yafa,Female,gioezkibpr@asaltech.com,1984-01-21,al-quds,73,value2,True,1
40378,qossay,1871,rawabi,Female,lcmmcpeyma@asaltech.com,1997-12-10,najah,92,value3,True,0
40379,qossay,1569,rammallah,Female,hpaujfjvpq@asaltech.com,1992-10-20,al-quds,85,value3,False,0
40389,qossay,1356,amman,Female,jbyxdjoxik@asaltech.com,1982-07-15,birzeit,76,value1,False,5
40403,qossay,917,rawabi,Female,uzshefpffn@asaltech.com,1991-04-26,al-quds,83,value3,True,6
40426,qossay,4872,Salfit,Female,eulzswqqzd@asaltech.com,1988-01-01,al-quds,65,value1,True,1
40456,qossay,2561,hebron,Female,zeyuxnwbgs@asaltech.com,1990-08-07,al-quds,75,value1,True,7
40467,qossay,2386,Jenin ,Female,shvfsvifeh@asaltech.com,1984-01-10,najah,78,value1,True,0
40479,qossay,3163,rammallah,Female,bdznpqusgd@asaltech.com,1984-04-13,birzeit,96,value2,False,3
40486,qossay,991,hebron,Female,ekrshdugnb@asaltech.com,1982-01-16,birzeit,92,value3,False,6
40497,qossay,4874,Jenin ,Female,eooxkbdgzv@asaltech.com,1992-12-02,al-quds,64,value2,True,2
40546,qossay,1468,amman,Female,bwsiefuvmm@asaltech.com,1982-02-18,najah,70,value3,True,8
40549,qossay,4171,nablus,Female,ekmpkcrxmz@asaltech.com,1986-07-04,al-quds,78,value3,True,4
40567,qossay,3201,Bethlehem,Female,obwckqssnz@asaltech.com,1994-10-09,birzeit,94,value3,False,9
40581,qossay,4575,rawabi,Female,lyslblroso@asaltech.com,1996-02-07,birzeit,78,value2,False,7
40582,qossay,3630,Jerusalem,Female,sdzrfwomeg@asaltech.com,1981-07-21,najah,61,value2,True,1
40605,qossay,4069,yafa,Female,kqtqgxljut@asaltech.com,1985-07-13,najah,69,value3,False,3
40610,qossay,3363,rawabi,Female,uodmdjnkls@asaltech.com,1987-10-21,najah,64,value3,True,1
40639,qossay,4760,Jenin ,Female,qdkypyradt@asaltech.com,1998-05-13,najah,68,value1,True,3
40649,qossay,3008,Jerusalem,Female,dpkbibldfn@asaltech.com,1985-03-07,najah,96,value1,True,7
40661,qossay,4993,nablus,Female,iecuyrwknt@asaltech.com,1989-05-12,al-quds,91,value1,True,2
40685,qossay,3142,hebron,Female,sdayaqgzqf@asaltech.com,1997-02-27,al-quds,61,value1,False,7
40689,qossay,1386,Jerusalem,Female,dfpmanxcgu@asaltech.com,1990-01-24,birzeit,69,value3,False,4
40697,qossay,2087,rammallah,Female,domtjnbuno@asaltech.com,1993-02-16,birzeit,68,value1,False,6
40713,qossay,4524,Jenin ,Female,zikthecmro@asaltech.com,1997-02-18,birzeit,60,value1,True,8
40749,qossay,2381,Jerusalem,Female,bwiroifjot@asaltech.com,1996-10-02,al-quds,83,value2,False,2
40760,qossay,3591,Salfit,Female,ufkmawuipd@asaltech.com,1983-02-26,najah,77,value3,True,6
40765,qossay,2631,hebron,Female,wirtxhhrmq@asaltech.com,2000-01-05,najah,87,value2,True,5
40802,qossay,1149,yafa,Female,fusophqohd@asaltech.com,1998-12-19,al-quds,97,value1,True,9
40843,qossay,4777,Bethlehem,Female,bjxyxvgcwm@asaltech.com,1994-03-12,al-quds,61,value1,True,2
40858,qossay,1842,rawabi,Female,uaghlnccgh@asaltech.com,1984-01-04,al-quds,91,value2,False,4
40903,qossay,2817,Salfit,Female,bduxfrsdsn@asaltech.com,1987-04-02,najah,96,value3,False,2
40928,qossay,3048,rawabi,Female,qssnlnlphg@asaltech.com,1985-02-10,najah,68,value2,True,0
40953,qossay,2112,rawabi,Female,wwkpchvmiw@asaltech.com,1987-09-26,najah,65,value1,True,6
40968,qossay,4535,Salfit,Female,nekzcfqbfb@asaltech.com,1990-02-17,najah,68,value1,False,7
40997,qossay,2076,Jerusalem,Female,rnbcqwkhof@asaltech.com,1989-10-25,najah,93,value2,True,5
41010,qossay,3385,Jenin ,Female,ywothomlfe@asaltech.com,1984-04-26,birzeit,60,value3,True,6
41021,qossay,3255,Jenin ,Female,gxquyzgmug@asaltech.com,1990-01-10,birzeit,77,value3,False,0
41035,qossay,2722,yafa,Female,rymdfrvzta@asaltech.com,1987-02-27,al-quds,63,value1,True,7
41036,qossay,4311,Jerusalem,Female,wafktzffic@asaltech.com,1994-09-26,birzeit,63,value2,False,6
41053,qossay,3286,rawabi,Female,kmfuqskxod@asaltech.com,1980-04-07,birzeit,60,value1,True,7
41061,qossay,4319,rammallah,Female,eyzlfgghqk@asaltech.com,1981-02-06,al-quds,79,value2,True,6
41069,qossay,1656,Jenin ,Female,hiktxuaosf@asaltech.com,1989-03-13,al-quds,95,value1,False,3
41102,qossay,1367,nablus,Female,wifsupzuzr@asaltech.com,1987-03-17,birzeit,77,value1,True,7
41110,qossay,4646,Bethlehem,Female,hqjaxisyuz@asaltech.com,1987-07-08,najah,97,value1,False,8
41118,qossay,3571,hebron,Female,tknnrlhdbu@asaltech.com,1984-06-05,najah,61,value1,False,5
41120,qossay,1224,hebron,Female,fpkdpgbbdq@asaltech.com,1999-04-14,birzeit,93,value2,True,4
41177,qossay,4663,yafa,Female,tazyyesfob@asaltech.com,2000-09-28,al-quds,81,value2,False,8
41200,qossay,3489,yafa,Female,fufztlvqrh@asaltech.com,1994-08-08,najah,74,value2,False,8
41204,qossay,1268,Bethlehem,Female,nldkuvpebt@asaltech.com,1991-07-13,najah,95,value3,False,3
41221,qossay,1024,Jerusalem,Female,qjgjzvaqou@asaltech.com,1985-07-09,al-quds,92,value2,False,9
41247,qossay,4244,hebron,Female,woqoypqulo@asaltech.com,1996-01-02,najah,93,value1,True,2
41263,qossay,1211,Jerusalem,Female,wnkocdtxtd@asaltech.com,1989-10-01,najah,98,value3,False,1
41311,qossay,3451,rammallah,Female,thcnsgbbqy@asaltech.com,1991-12-25,najah,92,value1,True,5
41324,qossay,2157,nablus,Female,boszmkmnol@asaltech.com,1983-04-02,al-quds,65,value2,False,2
41330,qossay,2497,Jerusalem,Female,ceqnqqlasw@asaltech.com,1999-05-17,birzeit,70,value3,False,7
41367,qossay,1802,nablus,Female,vruxzzouba@asaltech.com,1983-05-19,al-quds,65,value3,False,9
41374,qossay,2618,rammallah,Female,ckbecrcmyj@asaltech.com,1988-08-24,najah,69,value2,False,4
41394,qossay,1112,Jerusalem,Female,cbgsuanjpj@asaltech.com,1985-02-06,al-quds,61,value1,True,6
41408,qossay,1732,nablus,Female,bmskasequt@asaltech.com,1996-04-04,birzeit,60,value3,False,4
41436,qossay,3598,Salfit,Female,qjdedhybsf@asaltech.com,1992-09-08,najah,85,value1,False,8
41437,qossay,3999,Salfit,Female,fsvfacsanv@asaltech.com,2000-11-28,al-quds,61,value2,True,8
41441,qossay,1569,Jenin ,Female,oykqhvypkn@asaltech.com,1992-11-06,al-quds,80,value3,True,6
41444,qossay,3081,Jenin ,Female,zhkqmngpsj@asaltech.com,1997-03-22,najah,93,value2,True,2
41447,qossay,2731,Salfit,Female,dzmtarcmig@asaltech.com,1991-05-21,birzeit,77,value1,True,1
41449,qossay,1218,hebron,Female,ftehtxlgux@asaltech.com,1999-12-09,najah,75,value2,False,9
41454,qossay,3799,rawabi,Female,jyjwfnmpcf@asaltech.com,1995-12-18,najah,91,value3,True,8
41457,qossay,3989,amman,Female,wfnqqnyrhd@asaltech.com,1997-06-15,najah,91,value3,True,5
41462,qossay,4087,Jerusalem,Female,rvlbsudwjn@asaltech.com,1991-02-14,najah,69,value2,True,4
41490,qossay,4260,rammallah,Female,jmeqhkhwlq@asaltech.com,2000-08-04,birzeit,93,value3,True,4
41491,qossay,2484,Bethlehem,Female,vdiymgniqv@asaltech.com,1987-05-19,al-quds,66,value1,True,9
41498,qossay,3610,Jenin ,Female,czzxxxubkd@asaltech.com,1998-06-18,al-quds,79,value1,False,8
41508,qossay,1463,Bethlehem,Female,wsxaegnygn@asaltech.com,1983-11-20,al-quds,88,value2,True,0
41517,qossay,4071,amman,Female,aqynhtpacr@asaltech.com,1982-01-21,al-quds,91,value3,False,1
41529,qossay,825,Jerusalem,Female,pjuxktwxfw@asaltech.com,1990-02-12,najah,75,value1,True,2
41535,qossay,3520,Jenin ,Female,sdvdgedkok@asaltech.com,1984-06-23,najah,87,value1,True,3
41536,qossay,2226,Bethlehem,Female,siqqeprwat@asaltech.com,1998-12-12,najah,61,value3,False,2
41555,qossay,3970,rawabi,Female,ospnbswuyh@asaltech.com,1988-06-14,najah,82,value2,True,4
41563,qossay,4384,nablus,Female,edoyrwgicm@asaltech.com,1984-06-12,najah,88,value2,True,2
41564,qossay,3722,rawabi,Female,ryprgeshyq@asaltech.com,1984-12-23,al-quds,98,value3,True,3
41592,qossay,2082,amman,Female,rgvpwhmwwx@asaltech.com,1994-02-01,najah,74,value1,False,1
41627,qossay,4339,Jerusalem,Female,rgrqdykmlz@asaltech.com,2000-10-05,birzeit,96,value2,False,5
41652,qossay,4519,rawabi,Female,ekburbgqpg@asaltech.com,1984-10-28,al-quds,68,value2,False,8
41661,qossay,3239,yafa,Female,cgkmuswwpx@asaltech.com,1982-03-21,al-quds,93,value1,True,1
41671,qossay,2575,amman,Female,aplalvpudh@asaltech.com,1985-03-19,al-quds,72,value1,False,9
41704,qossay,1647,amman,Female,ynulpkdbnt@asaltech.com,1991-01-24,najah,73,value2,False,4
41718,qossay,2274,rammallah,Female,lnurqukhjl@asaltech.com,1983-04-25,birzeit,72,value1,True,5
41725,qossay,3817,yafa,Female,oorozrftnx@asaltech.com,1994-07-20,al-quds,88,value3,False,0
41736,qossay,2122,Jerusalem,Female,xlchrnxedg@asaltech.com,1980-01-22,najah,74,value1,True,2
41767,qossay,4325,rammallah,Female,orihbevabk@asaltech.com,1993-05-24,birzeit,93,value2,True,4
41773,qossay,1204,rawabi,Female,bynpfyqjyr@asaltech.com,1987-01-04,najah,64,value2,True,4
41779,qossay,1905,Salfit,Female,ehzwoxueuj@asaltech.com,1986-06-23,al-quds,73,value2,True,3
41800,qossay,2256,Bethlehem,Female,rnqqnhghav@asaltech.com,1997-02-14,al-quds,89,value3,True,4
41808,qossay,2312,Salfit,Female,picrkcinyl@asaltech.com,1986-05-12,birzeit,78,value3,True,2
41814,qossay,4129,yafa,Female,qdskbwghlk@asaltech.com,1997-09-19,al-quds,89,value3,True,9
41834,qossay,1380,nablus,Female,pofonlqwzo@asaltech.com,1994-01-03,najah,81,value3,False,3
41836,qossay,2824,Jenin ,Female,msqinrtyqm@asaltech.com,1995-02-21,birzeit,76,value1,False,1
41846,qossay,2598,Salfit,Female,yuudsfnbjn@asaltech.com,1989-09-11,najah,91,value2,True,1
41865,qossay,4816,rammallah,Female,koyxjojcix@asaltech.com,1999-04-25,al-quds,93,value1,False,5
41869,qossay,3276,Jenin ,Female,ojzpsmevuh@asaltech.com,1983-06-10,al-quds,94,value1,False,0
41875,qossay,3980,Salfit,Female,cgkvalgata@asaltech.com,2000-11-22,al-quds,82,value3,True,2
41910,qossay,2609,yafa,Female,jtfirrmawj@asaltech.com,1992-10-28,al-quds,80,value3,True,8
41923,qossay,1235,amman,Female,fkdbcmfoey@asaltech.com,1996-09-19,al-quds,82,value1,True,9
41930,qossay,2247,hebron,Female,pjlbpedfgy@asaltech.com,1996-01-15,birzeit,87,value2,True,5
41959,qossay,1761,nablus,Female,rmtojdvjih@asaltech.com,1983-07-24,al-quds,80,value2,False,4
41965,qossay,1438,Jenin ,Female,vismmnwlej@asaltech.com,1983-05-19,najah,73,value2,False,9
41979,qossay,2620,amman,Female,aqpulbegbe@asaltech.com,2000-04-13,najah,76,value3,True,3
41984,qossay,3221,Jerusalem,Female,ggtyzdovko@asaltech.com,1997-02-22,najah,84,value1,False,2
41993,qossay,4634,rawabi,Female,fzbctdivgw@asaltech.com,1992-08-02,najah,74,value1,True,2
42022,qossay,4664,yafa,Female,wszlxzqqpt@asaltech.com,1980-01-09,al-quds,97,value1,True,9
42055,qossay,2466,rammallah,Female,xwjzorqhvl@asaltech.com,1988-12-10,birzeit,82,value3,False,0
42093,qossay,3443,Bethlehem,Female,jflcohyjtj@asaltech.com,1994-01-11,al-quds,70,value1,False,1
42119,qossay,4825,rammallah,Female,xadndveceo@asaltech.com,1998-08-05,al-quds,92,value1,False,5
42129,qossay,2756,yafa,Female,jkhhxufkog@asaltech.com,1997-11-04,birzeit,97,value2,False,4
42145,qossay,1999,amman,Female,qbcrvyetvj@asaltech.com,1985-08-10,al-quds,65,value1,False,0
42153,qossay,3641,Jenin ,Female,htfkvxydjv@asaltech.com,1997-09-19,najah,80,value3,True,9
42156,qossay,4857,yafa,Female,wozutvxnox@asaltech.com,1983-10-14,birzeit,78,value2,False,4
42186,qossay,2576,hebron,Female,tbrpzkrxwh@asaltech.com,1981-02-17,najah,82,value3,True,7
42193,qossay,4165,hebron,Female,ysqlnifiit@asaltech.com,1987-12-19,birzeit,60,value2,False,9
42207,qossay,3167,nablus,Female,oapfrvxafr@asaltech.com,1996-07-22,al-quds,91,value3,True,2
42220,qossay,1012,Bethlehem,Female,pkorjxuhdx@asaltech.com,1998-11-22,birzeit,77,value3,True,2
42232,qossay,2184,rawabi,Female,yebdwspcak@asaltech.com,1993-03-08,al-quds,72,value1,False,8
42241,qossay,1052,nablus,Female,gjmikasicd@asaltech.com,1982-04-21,birzeit,80,value2,False,1
42243,qossay,4425,nablus,Female,ydajcxsyen@asaltech.com,1997-02-15,najah,98,value1,True,5
42254,qossay,4168,yafa,Female,xhiwsbscgs@asaltech.com,2000-10-06,al-quds,74,value2,True,6
42255,qossay,3947,hebron,Female,tgamrvboro@asaltech.com,1998-06-03,najah,78,value1,True,3
42284,qossay,1445,Bethlehem,Female,bazeamwnol@asaltech.com,1983-02-08,birzeit,74,value1,True,8
42300,qossay,3624,rawabi,Female,vyrrkmpcij@asaltech.com,1993-07-24,al-quds,76,value3,True,4
42334,qossay,2192,Salfit,Female,nebxbzfzpx@asaltech.com,1982-09-01,birzeit,80,value1,True,1
42335,qossay,1709,Jerusalem,Female,hoqmxsfdqx@asaltech.com,1999-03-19,najah,63,value3,True,9
42337,qossay,2737,Bethlehem,Female,wwgiwjphok@asaltech.com,1981-02-27,al-quds,62,value1,False,7
42346,qossay,964,rawabi,Female,buwhxqzecf@asaltech.com,1989-05-12,najah,68,value3,True,2
42354,qossay,4238,yafa,Female,hzmmbhnkiz@asaltech.com,1985-03-24,al-quds,94,value2,False,4
42395,qossay,3657,rammallah,Female,nyfitaebmh@asaltech.com,1995-11-09,najah,99,value1,False,9
42412,qossay,2897,rawabi,Female,xzdvldrlzp@asaltech.com,1989-08-01,najah,92,value2,False,1
42430,qossay,4031,hebron,Female,rqatcvjatb@asaltech.com,1993-05-05,najah,84,value2,True,5
42447,qossay,4435,Jerusalem,Female,npygwgmjmz@asaltech.com,1982-11-11,birzeit,89,value1,False,1
42474,qossay,2480,Jenin ,Female,ttdhvkqmom@asaltech.com,1999-10-17,birzeit,95,value1,False,7
42523,qossay,1076,Salfit,Female,dwstrgsjiz@asaltech.com,1993-01-01,najah,76,value2,True,1
42530,qossay,4691,Bethlehem,Female,uylgmvogmh@asaltech.com,1981-10-19,birzeit,94,value2,True,9
42554,qossay,4851,nablus,Female,dpippgxnmk@asaltech.com,1991-02-08,al-quds,89,value2,False,8
42566,qossay,1807,Jenin ,Female,fgyrpwhnri@asaltech.com,1995-01-04,birzeit,91,value2,True,4
42572,qossay,2890,Jerusalem,Female,gjsavnzzdf@asaltech.com,1997-06-04,birzeit,99,value2,False,4
42624,qossay,3158,amman,Female,nntjglrqox@asaltech.com,1980-06-05,najah,87,value1,True,5
42629,qossay,3934,Bethlehem,Female,wqkqapuvjw@asaltech.com,1994-02-02,birzeit,74,value2,False,2
42688,qossay,3554,Salfit,Female,cmqzgftjdt@asaltech.com,1993-08-21,birzeit,66,value1,True,1
42701,qossay,3104,rammallah,Female,fswqrdemtc@asaltech.com,1987-10-20,al-quds,83,value1,False,0
42707,qossay,4251,nablus,Female,sbcorkgyjw@asaltech.com,1988-07-09,birzeit,78,value1,False,9
42708,qossay,4488,Salfit,Female,vqjjvxjwza@asaltech.com,1981-09-22,najah,61,value1,False,2
42709,qossay,1677,Jenin ,Female,wqjjolqewh@asaltech.com,1988-04-24,birzeit,78,value1,False,4
42736,qossay,4508,Bethlehem,Female,pytxhaldmn@asaltech.com,1995-08-11,najah,97,value2,True,1
42737,qossay,2648,rawabi,Female,xmtiqxeeid@asaltech.com,1994-03-27,najah,74,value1,False,7
42747,qossay,3822,amman,Female,nrysqyhwvg@asaltech.com,1990-05-14,al-quds,95,value1,True,4
42758,qossay,1295,yafa,Female,erdkgmvawk@asaltech.com,1995-06-17,najah,91,value1,True,7
42779,qossay,4037,yafa,Female,ayvmsuyytr@asaltech.com,1984-08-04,birzeit,82,value3,False,4
42837,qossay,2887,rammallah,Female,mnghqpxusk@asaltech.com,1986-08-08,birzeit,92,value3,True,8
42874,qossay,4205,rawabi,Female,cqtkrizbaf@asaltech.com,1991-02-08,birzeit,73,value3,False,8
42877,qossay,2204,amman,Female,wrscswrxin@asaltech.com,1988-08-28,birzeit,60,value1,False,8
42882,qossay,1824,nablus,Female,vqaowyvkkb@asaltech.com,1984-01-12,najah,87,value1,False,2
42888,qossay,2261,hebron,Female,cwwuesmxdt@asaltech.com,1993-01-20,birzeit,70,value1,True,0
42925,qossay,1685,amman,Female,msmzsrpiow@asaltech.com,1995-05-02,najah,76,value2,True,2
42928,qossay,2745,yafa,Female,ihkarcxtoy@asaltech.com,1998-02-27,al-quds,97,value3,False,7
42943,qossay,1651,Salfit,Female,mosyfopsvd@asaltech.com,1982-09-14,birzeit,98,value3,True,4
42995,qossay,3858,Jerusalem,Female,ocmfoaqwdy@asaltech.com,1981-09-19,al-quds,99,value2,True,9
43036,qossay,4310,Jenin ,Female,clgcmwknts@asaltech.com,1995-04-24,birzeit,63,value2,False,4
43078,qossay,4413,rawabi,Female,vpmmrsxues@asaltech.com,2000-08-20,najah,74,value2,True,0
43091,qossay,2391,amman,Female,fjefqmwkbi@asaltech.com,1993-02-23,birzeit,75,value1,True,3
43096,qossay,2422,Salfit,Female,ihokxputfk@asaltech.com,1981-06-11,birzeit,90,value2,False,1
43138,qossay,3544,nablus,Female,shcempmcea@asaltech.com,1996-01-18,birzeit,94,value1,False,8
43160,qossay,991,nablus,Female,aljbkoqgrz@asaltech.com,1994-07-20,al-quds,92,value1,True,0
43171,qossay,2093,nablus,Female,eizvnzatzl@asaltech.com,1981-01-01,najah,93,value2,True,1
43198,qossay,3763,Salfit,Female,xgmchakgfd@asaltech.com,1980-05-27,birzeit,78,value3,False,7
43233,qossay,1482,Bethlehem,Female,zcixkohlyk@asaltech.com,1995-03-26,najah,70,value1,False,6
43234,qossay,1058,Bethlehem,Female,mznwwdqqql@asaltech.com,1991-12-11,birzeit,69,value2,True,1
43235,qossay,1825,rawabi,Female,rhubzvgzqp@asaltech.com,1999-03-10,al-quds,98,value2,False,0
43241,qossay,4482,hebron,Female,conrjvmple@asaltech.com,1990-10-03,najah,73,value3,True,3
43279,qossay,2215,yafa,Female,znfadzdutt@asaltech.com,1987-12-21,najah,82,value3,True,1
43280,qossay,4179,yafa,Female,dgdzmnstkb@asaltech.com,1990-02-17,najah,71,value3,False,7
43287,qossay,4925,rawabi,Female,ulncayebfl@asaltech.com,1999-12-12,al-quds,74,value3,True,2
43295,qossay,3162,Jerusalem,Female,rnckccqvpi@asaltech.com,1990-07-22,al-quds,70,value2,True,2
43319,qossay,4395,Jerusalem,Female,caqnvyfrwo@asaltech.com,1991-06-26,birzeit,77,value3,True,6
43345,qossay,1196,Jenin ,Female,wqhsoilfsc@asaltech.com,1996-10-23,birzeit,99,value1,True,3
43349,qossay,4598,Jenin ,Female,celcsycbgi@asaltech.com,1989-03-25,najah,80,value1,False,5
43352,qossay,1359,Jerusalem,Female,fcukkebubk@asaltech.com,1989-03-08,al-quds,61,value3,False,8
43374,qossay,2209,Bethlehem,Female,sqpohvffql@asaltech.com,1986-06-25,birzeit,86,value3,True,5
43375,qossay,908,Bethlehem,Female,nypburafob@asaltech.com,1983-12-13,birzeit,67,value3,False,3
43381,qossay,4516,Salfit,Female,opjtztcpml@asaltech.com,1994-04-19,birzeit,67,value3,False,9
43382,qossay,4607,amman,Female,bbpaspqtxn@asaltech.com,1994-11-24,al-quds,91,value1,True,4
43395,qossay,2464,Jenin ,Female,zzrdmiylfd@asaltech.com,1991-02-15,birzeit,86,value2,False,5
43408,qossay,1481,rammallah,Female,jxrgrinqtu@asaltech.com,1999-09-08,birzeit,88,value3,False,8
43463,qossay,2010,hebron,Female,fmqsrtuzrc@asaltech.com,1990-02-18,najah,98,value1,True,8
43473,qossay,4728,Jerusalem,Female,lhdzxqnwvd@asaltech.com,1985-04-17,najah,78,value2,False,7
